generated_question_id,template_id,rule_id,parent_rule_id,question_text,layer_id,figure_id,figure_path,ground_truth_answer 
146,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""The following activities take place: use of the toilet;""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: The following activities take place: use of the toilet;
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: semi-ambulant WC
2. Requirement: The following activities take place: use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing."
147,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""there must be a free area with a width of ? 900 mm in the center of the room, intended for moving with a cane/frame""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: there must be a free area with a width of ? 900 mm in the center of the room, intended for moving with a cane/frame
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: semi-ambulant WC
2. Requirement: there must be a free area with a width of ? 900 mm in the center of the room, intended for moving with a cane/frame"
148,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: a toilet seat in semi-ambulant WC
2. Requirement: must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet"
149,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""install a toilet paper holder next to the toilet seat""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: install a toilet paper holder next to the toilet seat
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: side wall closest to the toilet seat and perpendicular to the wall behind the toilet  in semi-ambulant WC
2. Requirement: install a toilet paper holder next to the toilet seat"
150,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""provide a coat hook""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: provide a coat hook
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: entrance area  in semi-ambulant WC
2. Requirement: provide a coat hook"
151,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""provide a call button for assistance""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: provide a call button for assistance
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: entrance area  in semi-ambulant WC
2. Requirement: provide a call button for assistance"
152,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""provide an area for a waste bin""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: provide an area for a waste bin
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: side wall far to the toilet seat and perpendicular to the wall behind the toilet seat in semi-ambulant WC
2. Requirement: provide an area for a waste bin"
153,27.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Target Requirement:
""install a paper towel dispenser""

Please identify all RASE components that belong to this Target Requirement, using the logic below.

RASE methodology:
R � Requirement: a mandatory condition the design must meet.
A � Applicability: where/when/to which objects or conditions the Requirement applies.
S � Selection: acceptable alternatives or choices related to the Requirement.
E � Exception: cases where the Requirement does not apply or is replaced by another condition.

Your task:

Start by restating the Target Requirement as:
Requirement: install a paper towel dispenser
Then list all associated components for this Requirement, if they exist:
Applicability: ...
Selection: ...
Exception: ...
If there is an Exception that contains a new/modified Requirement, output it as:
Requirement (within Exception): ...

Output format:
Provide only a numbered list. Each line must be one component in the format:
<number>. <Component>: <text>

Example (format only):

Requirement: must be at least 100 cm wide;
Applicability: Doors on escape routes;
Exception: for doors in residential areas;
Requirement (within Exception): must be at least 120 cm wide;

Now, analyze the provided rule and return the components for the Target Requirement in the exact format above.",2_1,1.0,Figure88.jpg,"1. Applicability: near the sink (on the right or on the left side to it)  in semi-ambulant WC
2. Requirement: install a paper towel dispenser"
154,28.0,,1_1,"Here is a rule from a building-related regulatory document:
The required capacity of each door opening shall be sufficient for the occupant load thereof and shall provide a minimum clear opening width of 32 inches (813 mm).

Task:
Extract and list ONLY the Requirement components (R) contained in this rule.
Definitions (RASE):

Requirement (R): a mandatory condition the design must meet.
Exception (E): a clause that modifies/replaces a requirement for a specific case.
Output format:
Provide only a numbered list.
Each line must be one requirement in one of these two forms:

Requirement: <text>
Requirement (within Exception): <text> (only if the requirement is stated inside an exception clause)
Do NOT include Applicability, Selection, or Exception statements as standalone items.
Example (format only):

Requirement: must be at least 100 cm wide;
Requirement (within Exception): must be at least 120 cm wide;
Now analyze the provided rule and return the numbered list of requirements.",2_1,,,"1. Requirement: a minimum clear opening width of 32 inches (813 mm).
2. Requirement: capacity shall be sufficient for the occupant load thereof"
155,28.0,,1_2,"Here is a rule from a building-related regulatory document:
The clear opening width of doorways with swinging doors shall be measured between the face of the door and the stop, with the door open 90 degrees (1.57 rad). Where this section requires a minimum clear opening width of 32 inches (813 mm) and a door opening includes two door leaves without a mullion, one leaf shall provide a minimum clear opening width of 32 inches (813 mm).

Task:
Extract and list ONLY the Requirement components (R) contained in this rule.
Definitions (RASE):

Requirement (R): a mandatory condition the design must meet.
Exception (E): a clause that modifies/replaces a requirement for a specific case.
Output format:
Provide only a numbered list.
Each line must be one requirement in one of these two forms:

Requirement: <text>
Requirement (within Exception): <text> (only if the requirement is stated inside an exception clause)
Do NOT include Applicability, Selection, or Exception statements as standalone items.
Example (format only):

Requirement: must be at least 100 cm wide;
Requirement (within Exception): must be at least 120 cm wide;
Now analyze the provided rule and return the numbered list of requirements.",2_1,,,"1. Requirement: Where a door opening includes two door leaves without a mullion, one leaf shall provide a minimum clear opening width of 32 inches (813 mm)."
156,28.0,,2,"Here is a rule from a building-related regulatory document:
The following activities take place in a
semi-ambulant WC (see Figure 88): use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.

Task:
Extract and list ONLY the Requirement components (R) contained in this rule.
Definitions (RASE):

Requirement (R): a mandatory condition the design must meet.
Exception (E): a clause that modifies/replaces a requirement for a specific case.
Output format:
Provide only a numbered list.
Each line must be one requirement in one of these two forms:

Requirement: <text>
Requirement (within Exception): <text> (only if the requirement is stated inside an exception clause)
Do NOT include Applicability, Selection, or Exception statements as standalone items.
Example (format only):

Requirement: must be at least 100 cm wide;
Requirement (within Exception): must be at least 120 cm wide;
Now analyze the provided rule and return the numbered list of requirements.",2_1,,,"1. Requirement: The following activities take place: use of the toilet;
disposal of sanitary towels (optional);
hand-rinsing.
2. Requirement: there must be a free area with a width of ? 900 mm in the center of the room, intended for moving with a cane/frame
3. Requirement: must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet
4. Requirement: install a toilet paper holder next to the toilet seat
5. Requirement (within Exception): when using a large holder, it can protrude into the activity area
6. Requirement: provide a coat hook
7. Requirement: provide a call button for assistance
8. Requirement: provide an area for a waste bin
9. Requirement: install a paper towel dispenser"
157,26.0,,1,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: The required capacity of each door opening shall be sufficient for the occupant load thereof and shall provide a minimum clear opening width of 32 inches (813 mm). The clear opening width of doorways with swinging doors shall be measured between the face of the door and the stop, with the door open 90 degrees (1.57 rad). Where this section requires a minimum clear opening width of 32 inches (813 mm) and a door opening includes two door leaves without a mullion, one leaf shall provide a minimum clear opening width of 32 inches (813 mm).

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. The required capacity of each door opening shall be sufficient for the occupant load served by that door opening.
2. Each door opening shall provide a minimum clear opening width of 32 inches (813 mm). The clear opening width of doorways with swinging doors shall be measured between the face of the door and the stop, with the door open 90 degrees (1.57 rad).
3. The clear opening width of doorways with swinging doors shall be measured between the face of the door and the stop, with the door open 90 degrees (1.57 rad).
4. The clear opening width of doorways with swinging doors shall be measured between the face of the door and the stop, with the door open 90 degrees (1.57 rad). Where this section requires a minimum clear opening width of 32 inches (813 mm) and a door opening includes two door leaves without a mullion, one leaf shall provide a minimum clear opening width of 32 inches (813 mm)."
158,26.0,,2,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: The following activities take place in a semi-ambulant WC (see Figure 88): use of the toilet; disposal of sanitary towels (optional); hand-rinsing. 

Emerald (Greenish) Zone: Semi-ambulant Toilet Activity Space represents the required clearance for approaching and using the semi-ambulant toilet. 
Low-Level Space: A clear space of 600 mm (height, width and depth) is required in front of the toilet pan at a low level to allow for user positioning. Overall Width: The entire activity zone for the toilet should have a width of 800 mm and 600 depth on the upper level. 

Purple (Pinkish) zone corresponds to the activity space for using the ambulant/semi-ambulant hand-rinse basin, with distinct requirements at different heights:
Low-Level Space: At a low level, a clear space with a width of 800 mm(depth and height 600) is required for a user to approach and stand at the basin.
Higher-Level Space: For the upper body, a wider space of 1000 mm (depth 800mm and height 1200 (human 1805-600 at low level) is required to accommodate arm movements during washing and drying.

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. The semi-ambulant WC must be designed to accommodate following activities: use of the toilet; disposal of sanitary towels (optional); hand-rinsing.
2. The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Darker shade shows low-level area. A clear space of 600 mm in height, 600 mm in width, and 600 mm in depth must be provided at a low level directly in front of the toilet pan.
3. The ""Emerald (Greenish) Zone"" is defined as the required clear activity space for approaching and using the semi-ambulant toilet. Lighter shade show a zone in the upper level. The overall toilet activity zone at the upper level must have a width of 800 mm and a depth of 600 mm.
4. The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Darker shade shows low-level area. For user approach, a clear space must be provided at a low level with a width of 800 mm, a depth of 600 mm, and a height of 600 mm.
5. The ""Purple (Pinkish) Zone"" is defined as the activity space required for using the hand-rinse basin. Lighter shade show a zone in the upper level. To accommodate upper body and arm movements, a clear space must be provided at a higher level with a width of 1000 mm, a depth of 800 mm, and a height of 1200 mm.
6. In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame.
7. A toilet seat in a semi-ambulant WC must be equipped with horizontal handrails on both sides and vertical handrails on one side and on the wall behind the toilet.
8. On the side wall closest to the toilet seat and perpendicular to the wall behind the toilet  in a semi-ambulant WC should be installed a toilet paper holder next to the toilet seat.
9. In a semi-ambulant WC must be a free area with a width of ³ 900 mm in the center of the room, intended for moving with a cane/frame. When using a large toilet holder in a semi-ambulant WC, it can protrude into the activity area.
10. The entrance area in the semi-ambulant WC should provide a coat hook.
11. The entrance area in the semi-ambulant WC should provide a call button for assistance
12. Optionally, a disposal bin for sanitary towels can be located near the toilet seat in the semi-ambulant WC.
13. Near the sink (on the right or on the left side of it), in a semi-ambulant WC, install a paper towel dispenser."
159,26.0,,3,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: In the trolley access shower, the shower hose should be long enough to allow staff to shower the full length of the patient from either side with a trigger handle.

 The shower rooms are assumed to be wet rooms. The slope of the floor and location of the floor gully should ensure that water does not escape into the adjoining bedroom.The drainpipe at the foot of the shower trolley should be positioned over the toilet in the wet area to deal with incontinence episodes during showering.

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. In the trolley access shower, the shower hose should be long enough to allow staff to shower the full length of the patient from either side with a trigger handle.
2. Two clearance zones, one on each side of the central trolley area, must be provided in the trolley access shower, each with a minimum width of 800 mm.
3. The shower trolley usually has a width of 760 mm.
4. The overall length of the shower area in the trolley-access shower must be 2700 mm to accommodate a 1900 mm-long trolley, as a minimum clear space of 600 mm must be provided beyond one end of the shower trolley. There should be some space between the foot of the trolley and a wall with a toilet pan or sluice.
5. A minimum clear space of 600 mm must be provided beyond one end of the shower trolley to allow for staff passage and maneuvering.
6. A toilet pan or sluice must be located at the foot of the shower trolley area. The drainpipe at the foot of the shower trolley should be positioned over the toilet in the wet area to deal with incontinence episodes during showering.
7. The floor must be sloped in the shower, and the floor gully must be located so as to ensure that water is contained and does not escape into any adjoining bedroom.
8. A staff emergency ceiling pull cord must be located in the space between the floor gully and the showering trolley in the staff working area so that the staff member can access it quickly  in the trolley access shower."
160,26.0,,4,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: The room layout includes an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering. The position of the shower seat should be adjusted between uses as required.

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. En-suite shower rooms must be equipped with an adjustable tip-up shower seat. This is to allow for both non-assisted and assisted showering.
2. The position of the shower seat should be adjusted between uses as required.
3. A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall
4. The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.
5. An adjustable and removable shower head must be provided.
6. The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.
7. The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.
8. The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.
9. The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.
10. The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.
11. The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.
12. The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.
13. The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.
14. The clear zone for front-access mobile hoist transfers must have a depth of 1400 mm (minimum 1150 mm) from the seat's centreline. The clear zone for front-access mobile hoist transfers must have a width of 2400 mm (minimum 2200 mm) measured from the seat's mounting wall.
15. The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).
16. The maximum comfortable reach envelope for an independent user in the corner seat position is defined by a radius of 600 mm."
161,26.0,,5,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: Hand-rinse or personal washing facilities should be provided either within the associated WCs or immediately outside them, accessible from the changing area.

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. Hand-rinse or personal washing facilities must be provided in association with the WCs that serve the changing area.
2. The required washing facilities must be located in one of two possible locations: (A) within the associated WC rooms, or (B) immediately outside the associated WC rooms.
3. Regardless of whether the washing facilities are located inside or outside the WCs, they must be directly accessible from the changing area"
162,26.0,,6,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: A safe and secure childrenÕs play area should be provided off all main waiting areas.

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. The childrenÕs play area must be located directly adjacent to, or leading off from, all main waiting areas.
2. The provided childrenÕs play area must be designed and maintained to be both safe and secure."
163,26.0,,7,"Transform the following regulatory provision into a numbered list of atomic, self-contained requirements: The position of the grabrails and fixtures should not conflict with the height-adjustment mechanism of the basin

Identify and separate all distinct requirements contained in the rule. Each atomic rule must:
- express exactly one Requirement;
- be a complete, self-contained sentence;
- include all context needed for compliance checking, including, where relevant:
  - Applicability (where, when, to what, or to whom the rule applies),
  - Selection (permitted alternatives),
  - Exception (conditions overriding the main rule),
  - Definitions stated in the rule,
  - Logical connectives (AND, OR, NOT) necessary for correct interpretation.

Each atomic rule must contain one Requirement together with its relevant context so that it can be used independently to determine compliance with the original provision. In other words, based on the final atomic rule, it should be possible to verify whether the design meets the requirement contained in the original rule.

Output ONLY the final result as a numbered list of atomic sentences. Do not add explanations, headings, or labels.

Example:
Original rule: �Doors on escape routes must be at least 100 cm wide, except for doors in residential areas, where doors on escape routes must be at least 120 cm wide.�

Correct output:
1. Doors on escape routes must be at least 100 cm wide.
2. The minimum width requirement of 100 cm does not apply to doors in residential areas, where doors on escape routes must be at least 120 cm wide.",2_1,,,"1. The position of the grabrails should not conflict with the height-adjustment mechanism of the basin.
2. In this rule, fixtures can be mapped to many objects, such as mirrors, shelves, towel rails, soap dispensers, or paper towel dispensers etc. None of these fixtures should conflict with the height adjustment mechanism of the basin for this rule to pass."
