generated_question_id,scene_id,file_path,template_id,question_text,rule_id,parent_rule_id,rule_figure_id,figure_path,correct_answer
285,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A fixed shower head must be provided, and its centreline must be located 500 mm from the side wall

Answer ""yes"" or ""no"".",28.0,,5.0,Figure53.jpg,no
286,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The zone for shower controls, is located between 900 mm from floor level and 1000 mm from floor level.

Answer ""yes"" or ""no"".",29.0,,5.0,Figure53.jpg,no
287,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
An adjustable and removable shower head must be provided.

Answer ""yes"" or ""no"".",30.0,,,,no
288,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The vertical adjustment range for the adjutable and detachable shower head must be between 900 mm and 1900 mm from the floor.

Answer ""yes"" or ""no"".",31.0,,5.0,Figure53.jpg,no
289,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower seat must have a depth of 650 mm to comply with Approved Document M / BS 8300.

Answer ""yes"" or ""no"".",32.0,,,,no
290,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The adjustable shower seat must have a vertical height adjustment range of 200 mm, spanning from a minimum of 480 mm to a maximum of 680 mm from the floor.

Answer ""yes"" or ""no"".",33.0,,5.0,Figure53.jpg,no
291,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The center line of the shower seat should be located approximately 780 mm from the wall perpendicular to the wall onto which the seat is mounted.

Answer ""yes"" or ""no"".",34.0,,5.0,Figure53.jpg,no
292,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower curtain must measure 1200 mm in depth and 920 mm in width and be located in front of the seat.

Answer ""yes"" or ""no"".",35.0,,5.0,Figure53.jpg,no
293,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The horizontal distance from the centreline of the shower seat to the centreline of the horizontal grabrail must be 320 mm.

Answer ""yes"" or ""no"".",36.0,,5.0,Figure53.jpg,no
294,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear depth of approximately 1190 mm in front of the shower curtain.

Answer ""yes"" or ""no"".",37.0,,5.0,Figure53.jpg,no
295,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The assisted wheelchair transfer zone must provide a clear width of approximately 940 mm, measured from the shower seat's centreline along its mounting wall.

Answer ""yes"" or ""no"".",38.0,,5.0,Figure53.jpg,no
296,13,13 Cutout 5.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The clear zone for side-access mobile hoist transfers must have a depth of 2400 mm (minimum 2200 mm) from the seat's centreline. The clear zone for side-access mobile hoist transfers must have a width of 1400 mm (minimum 1150 mm).

Answer ""yes"" or ""no"".",40.0,,5.0,Figure53.jpg,no
297,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
In the trolley access shower, the shower hose should be long enough to allow staff to shower the full length of the patient from either side with a trigger handle.

Answer ""yes"" or ""no"".",18.0,,4.0,Figure67.jpg,no
298,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
Two clearance zones, one on each side of the central trolley area, must be provided in the trolley access shower, each with a minimum width of 800 mm.

Answer ""yes"" or ""no"".",19.0,,4.0,Figure67.jpg,no
299,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The shower trolley usually has a width of 760 mm.

Answer ""yes"" or ""no"".",20.0,,4.0,Figure67.jpg,no
300,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
The overall length of the shower area in the trolley-access shower must be 2700 mm to accommodate a 1900 mm-long trolley, as a minimum clear space of 600 mm must be provided beyond one end of the shower trolley. There should be some space between the foot of the trolley and a wall with a toilet pan or sluice.

Answer ""yes"" or ""no"".",21.0,,4.0,Figure67.jpg,no
301,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A minimum clear space of 600 mm must be provided beyond one end of the shower trolley to allow for staff passage and maneuvering.

Answer ""yes"" or ""no"".",22.0,,4.0,Figure67.jpg,no
302,14,14 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
A staff emergency ceiling pull cord must be located in the space between the floor gully and the showering trolley in the staff working area so that the staff member can access it quickly  in the trolley access shower.

Answer ""yes"" or ""no"".",25.0,,4.0,Figure67.jpg,no
303,15,15 Cutout 6 - Compositional view.jpg,39,"Do you think this scene contains sufficient information to perform compliance checking based on the following rule? 

Rule:
In the trolley access shower, the shower hose should be long enough to allow staff to shower the full length of the patient from either side with a trigger handle.

Answer ""yes"" or ""no"".",18.0,,4.0,Figure67.jpg,no
